id,first_name,last_name,gender,email,address,country,nationality,generation,date_of_birth,wealth_tier,net_worth_usd,monthly_income_usd,internet_frequency,monthly_internet_spend_usd,food_living_pct,tech_pct,lifestyle_pct,travel_pct,investment_pct,food_living_usd,tech_usd,lifestyle_usd,travel_usd,investment_usd
1528,Per,Andersson,male,per.andersson448.se@gmail.com,"175 Drottninggatan, Helsingborg",swe,SE,gen_z,2004-03-01,top_10,22996.07,287.45,often,119.68,22.27,16.2,26.91,11.62,23.0,64.02,46.57,77.35,33.4,66.11
1529,Lea,Dubois,female,lea.dubois706.fr@gmail.com,"138 Rue de Rivoli, Marseille",fr,FR,boomer,1951-10-24,bottom_50,421689.31,42168.93,once,7.82,84.56,0.65,5.35,9.44,0.0,35658.05,274.1,2256.04,3980.75,0.0
1530,Ming,Zhu,male,ming.zhu839.cn@gmail.com,"164 Huaihai Rd, Guangzhou",china,CN,gen_z,1997-08-05,top_10,311807.7,3897.6,often,67.15,31.28,19.67,24.07,8.1,16.88,1219.17,766.66,938.15,315.71,657.91
1531,Patrik,Lindberg,male,patrik.lindberg627.se@gmail.com,"99 Odengatan, Helsingborg",swe,SE,gen_z,1999-09-01,bottom_50,6200.83,620.08,once,14.49,69.92,10.51,14.98,4.59,0.0,433.56,65.17,92.89,28.46,0.0
1532,Lily,Lewis,female,lily.lewis298.uk@gmail.com,"189 Park Rd, Edinburgh",uk,GB,gen_z,2001-05-03,bottom_50,44607.06,4460.71,sometimes,14.3,63.09,9.39,21.69,5.83,0.0,2814.26,418.86,967.53,260.06,0.0
1533,Peng,Chen,male,peng.chen988.cn@gmail.com,"105 Guanghua Rd, Nanjing",china,CN,millennial,1994-12-06,bottom_50,33558.18,3355.82,sometimes,5.44,78.17,9.82,8.91,3.1,0.0,2623.24,329.54,299.0,104.03,0.0
1534,Karin,Pettersson,female,karin.pettersson516.se@gmail.com,"141 Vasagatan, Helsingborg",swe,SE,boomer,1951-12-11,bottom_50,189083.92,18908.39,sometimes,18.54,69.37,8.09,14.22,8.32,0.0,13116.75,1529.69,2688.77,1573.18,0.0
1535,Jeanne,Moreau,female,jeanne.moreau338.fr@gmail.com,"199 Rue Saint-Honore, Nantes",fr,FR,gen_z,2004-07-06,top_25,108048.9,4321.96,often,55.92,44.25,10.2,24.22,10.13,11.2,1912.47,440.84,1046.78,437.81,484.06
1536,Steven,Thompson,male,steven.thompson547.us@gmail.com,"130 Main St, San Jose",usa,US,boomer,1963-03-13,top_25,1176606.97,47064.28,once,60.58,39.58,5.43,16.84,14.12,24.03,18628.04,2555.59,7925.62,6645.48,11309.55
1537,Karen,Jones,female,karen.jones47.us@gmail.com,"84 Pine Rd, San Jose",usa,US,millennial,1986-10-08,top_10,1310812.62,16385.16,always,350.78,31.57,14.22,14.91,10.09,29.21,5172.8,2329.97,2443.03,1653.26,4786.11
1538,Jennifer,Brown,female,jennifer.brown257.us@gmail.com,"84 Oak Ave, Los Angeles",usa,US,millennial,1987-08-19,bottom_50,148443.11,14844.31,once,19.55,78.24,3.84,13.25,4.67,0.0,11614.19,570.02,1966.87,693.23,0.0
1539,Maja,Jakobsson,female,maja.jakobsson727.se@gmail.com,"134 Karlavagen, Linkoping",swe,SE,millennial,1995-01-26,bottom_50,79311.27,7931.13,often,17.93,76.63,8.58,11.15,3.64,0.0,6077.62,680.49,884.32,288.69,0.0
1540,Yang,Chen,male,yang.chen766.cn@gmail.com,"64 Guanghua Rd, Nanjing",china,CN,gen_z,2007-09-21,top_1,1527273.58,7636.37,always,457.18,17.51,18.98,22.8,7.45,33.26,1337.13,1449.38,1741.09,568.91,2539.86
1541,Poppy,Wood,female,poppy.wood554.uk@gmail.com,"133 Park Rd, Birmingham",uk,GB,boomer,1949-11-11,bottom_50,895810.92,89581.09,often,21.99,78.45,3.36,11.23,6.96,0.0,70276.37,3009.92,10059.96,6234.84,0.0
1542,Donna,Jackson,female,donna.jackson729.us@gmail.com,"146 Main St, New York",usa,US,boomer,1958-09-21,top_25,1299052.17,51962.09,often,53.29,41.14,6.09,22.17,10.72,19.88,21377.2,3164.49,11520.0,5570.34,10330.06
1543,Donna,Wilson,female,donna.wilson413.us@gmail.com,"149 Maple Dr, San Antonio",usa,US,gen_z,2001-06-15,bottom_50,23185.93,2318.59,sometimes,12.95,75.61,7.43,14.45,2.51,0.0,1753.09,172.27,335.04,58.2,0.0
1544,Tao,Zhou,male,tao.zhou338.cn@gmail.com,"161 Guanghua Rd, Shanghai",china,CN,boomer,1960-06-19,top_25,121072.6,4842.9,sometimes,34.67,52.0,8.84,10.42,7.73,21.01,2518.31,428.11,504.63,374.36,1017.49
1545,Nancy,Jackson,female,nancy.jackson224.us@gmail.com,"79 Main St, San Diego",usa,US,boomer,1956-08-17,top_25,2534980.91,101399.24,always,62.47,54.94,10.98,15.12,12.74,6.22,55708.74,11133.64,15331.57,12918.26,6307.03
1546,Patrick,Kennedy,male,patrick.kennedy548.ie@gmail.com,"56 Fitzwilliam Sq, Kilkenny",ire,IE,gen_z,2004-07-04,top_25,126838.96,5073.56,often,67.85,40.13,13.9,29.32,6.07,10.58,2036.02,705.22,1487.57,307.97,536.78
1547,Peng,Wang,male,peng.wang90.cn@gmail.com,"196 Renmin Rd, Wuhan",china,CN,millennial,1988-04-14,bottom_50,37847.5,3784.75,sometimes,4.28,75.28,10.01,12.1,2.61,0.0,2849.16,378.85,457.95,98.78,0.0
1548,Lisa,Brown,female,lisa.brown300.us@gmail.com,"109 River Rd, Philadelphia",usa,US,gen_z,2001-10-15,bottom_50,5283.86,528.39,sometimes,8.66,72.75,9.3,12.92,5.03,0.0,384.4,49.14,68.27,26.58,0.0
1549,Ronan,Kennedy,male,ronan.kennedy482.ie@gmail.com,"101 Grafton St, Galway",ire,IE,millennial,1982-03-02,top_25,327317.7,13092.71,once,44.42,41.44,15.05,18.0,14.46,11.05,5425.62,1970.45,2356.69,1893.21,1446.74
1550,Xia,Guo,female,xia.guo243.cn@gmail.com,"168 Nanjing Rd, Hangzhou",china,CN,boomer,1946-07-11,top_25,111880.5,4475.22,often,17.89,43.54,11.78,20.72,11.49,12.47,1948.51,527.18,927.27,514.2,558.06
1551,James,Martinez,male,james.martinez512.us@gmail.com,"128 Lake Dr, Dallas",usa,US,millennial,1992-06-11,bottom_50,151011.38,15101.14,once,14.12,80.86,7.26,8.94,2.94,0.0,12210.78,1096.34,1350.04,443.97,0.0
1552,Jacques,David,male,jacques.david739.fr@gmail.com,"170 Rue Saint-Honore, Strasbourg",fr,FR,boomer,1959-04-19,top_25,1054124.66,42164.99,once,55.99,42.91,4.11,20.51,17.29,15.18,18093.0,1732.98,8648.04,7290.33,6400.65
1553,Sinead,Kelly,female,sinead.kelly474.ie@gmail.com,"7 Grafton St, Drogheda",ire,IE,gen_z,2006-08-12,top_25,131777.44,5271.1,often,49.51,46.48,8.81,26.7,1.52,16.49,2450.01,464.38,1407.38,80.12,869.2
1554,Isabelle,Leroy,female,isabelle.leroy199.fr@gmail.com,"176 Boulevard Haussmann, Toulouse",fr,FR,gen_z,2001-10-02,bottom_50,22612.07,2261.21,sometimes,18.96,79.36,5.62,13.68,1.34,0.0,1794.5,127.08,309.33,30.3,0.0
1555,Elizabeth,White,female,elizabeth.white129.us@gmail.com,"38 Hill St, Houston",usa,US,boomer,1958-11-20,top_25,1378345.18,55133.81,once,56.61,41.13,5.48,17.62,13.94,21.83,22676.54,3021.33,9714.58,7685.65,12035.71
1556,Jean,Simon,male,jean.simon410.fr@gmail.com,"50 Rue Saint-Honore, Marseille",fr,FR,gen_z,2001-10-18,bottom_50,16035.4,1603.54,often,13.44,72.39,6.61,17.72,3.28,0.0,1160.8,105.99,284.15,52.6,0.0
1557,Marguerite,Richard,female,marguerite.richard278.fr@gmail.com,"126 Rue du Bac, Paris",fr,FR,millennial,1994-10-18,top_25,208078.48,8323.14,sometimes,47.64,46.15,4.81,22.87,8.63,17.54,3841.13,400.34,1903.5,718.29,1459.88
1558,Niall,O'Connor,male,niall.oconnor257.ie@gmail.com,"121 South Circular Rd, Bray",ire,IE,millennial,1995-03-23,bottom_50,195896.88,19589.69,often,24.59,77.86,7.85,8.73,5.56,0.0,15252.53,1537.79,1710.18,1089.19,0.0
1559,Agnes,Svensson,female,agnes.svensson465.se@gmail.com,"40 Odengatan, Vasteras",swe,SE,millennial,1994-06-16,bottom_50,49074.95,4907.49,often,8.38,76.42,10.44,9.29,3.85,0.0,3750.3,512.34,455.91,188.94,0.0
1560,Jian,Ma,male,jian.ma397.cn@gmail.com,"187 Jiefang Rd, Suzhou",china,CN,boomer,1948-12-21,top_25,195890.29,7835.61,once,24.13,50.27,10.08,11.31,10.26,18.08,3938.96,789.83,886.21,803.93,1416.68
1561,Betty,Thomas,female,betty.thomas780.us@gmail.com,"196 Elm St, Chicago",usa,US,gen_z,2001-08-28,top_10,455067.62,5688.35,often,143.85,29.29,12.76,25.7,20.11,12.14,1666.12,725.83,1461.91,1143.93,690.57
1562,Sarah,Williams,female,sarah.williams709.us@gmail.com,"132 Park Ave, San Diego",usa,US,boomer,1958-01-03,bottom_50,634480.98,63448.1,once,18.01,80.7,2.09,8.94,8.27,0.0,51202.62,1326.07,5672.26,5247.16,0.0
1563,Patrick,Kelly,male,patrick.kelly156.ie@gmail.com,"166 Baggot St, Dundalk",ire,IE,gen_z,2004-05-02,bottom_50,18125.38,1812.54,once,22.49,75.09,7.28,16.21,1.42,0.0,1361.04,131.95,293.81,25.74,0.0
1564,Yi,Wang,male,yi.wang357.cn@gmail.com,"171 Huaihai Rd, Nanjing",china,CN,boomer,1947-11-16,bottom_50,5530.5,553.05,once,6.83,78.43,4.28,11.29,6.0,0.0,433.76,23.67,62.44,33.18,0.0
1565,Kenneth,Garcia,male,kenneth.garcia670.us@gmail.com,"170 Pine Rd, Houston",usa,US,boomer,1947-02-01,top_25,2977866.42,119114.66,once,83.37,46.16,7.52,20.02,10.16,16.14,54983.33,8957.42,23846.75,12102.05,19225.11
1566,Fiona,O'Neill,female,fiona.oneill86.ie@gmail.com,"104 Baggot St, Cork",ire,IE,millennial,1989-03-12,bottom_50,47239.17,4723.92,sometimes,16.03,76.22,7.12,11.31,5.35,0.0,3600.57,336.34,534.28,252.73,0.0
1567,Daniel,Williams,male,daniel.williams588.us@gmail.com,"198 River Rd, San Diego",usa,US,millennial,1987-04-15,top_25,516687.87,20667.51,always,74.48,46.24,14.49,15.79,11.58,11.9,9556.66,2994.72,3263.4,2393.3,2459.43
1568,James,Jackson,male,james.jackson741.us@gmail.com,"101 Hill St, Dallas",usa,US,millennial,1991-06-16,bottom_50,142736.2,14273.62,often,15.74,78.74,5.92,8.79,6.55,0.0,11239.05,845.0,1254.65,934.92,0.0
1569,Ying,Xu,female,ying.xu215.cn@gmail.com,"47 Huaihai Rd, Hangzhou",china,CN,millennial,1993-03-10,bottom_50,47792.05,4779.2,sometimes,6.23,82.33,10.93,6.44,0.3,0.0,3934.72,522.37,307.78,14.34,0.0
1570,Emily,Taylor,female,emily.taylor625.uk@gmail.com,"142 Park Rd, Leicester",uk,GB,boomer,1949-02-23,bottom_50,1239324.1,123932.41,often,15.26,79.43,3.47,10.73,6.37,0.0,98439.51,4300.45,13297.95,7894.49,0.0
1571,Rong,Liu,female,rong.liu899.cn@gmail.com,"195 Nanjing Rd, Shenzhen",china,CN,gen_z,2005-11-07,bottom_50,6203.08,620.31,often,7.92,65.95,14.77,16.75,2.53,0.0,409.09,91.62,103.9,15.69,0.0
1572,Qiang,Chen,male,qiang.chen562.cn@gmail.com,"27 Guanghua Rd, Shenzhen",china,CN,gen_z,1997-06-28,top_10,404217.06,5052.71,often,68.05,31.22,15.92,21.11,19.73,12.02,1577.46,804.39,1066.63,996.9,607.34
1573,Emma,Lindqvist,female,emma.lindqvist814.se@gmail.com,"47 Kungsgatan, Vasteras",swe,SE,boomer,1963-05-15,top_10,1848848.35,23110.6,once,163.74,22.76,12.87,20.25,18.39,25.73,5259.97,2974.33,4679.9,4250.04,5946.36
1574,Sarah,Taylor,female,sarah.taylor466.us@gmail.com,"151 Hill St, Dallas",usa,US,millennial,1985-10-27,bottom_50,166977.96,16697.8,sometimes,22.87,81.52,8.52,7.48,2.48,0.0,13612.05,1422.65,1249.0,414.11,0.0
1575,Thomas,Moore,male,thomas.moore219.us@gmail.com,"107 Main St, Philadelphia",usa,US,gen_z,2001-02-08,bottom_50,9411.27,941.13,once,17.91,73.66,12.18,13.84,0.32,0.0,693.24,114.63,130.25,3.01,0.0
1576,Karl,Lindberg,male,karl.lindberg302.se@gmail.com,"123 Karlavagen, Uppsala",swe,SE,millennial,1987-05-13,bottom_50,93915.2,9391.52,sometimes,7.42,69.51,10.25,13.41,6.83,0.0,6528.05,962.63,1259.4,641.44,0.0
1577,Robert,Taylor,male,robert.taylor29.us@gmail.com,"169 Park Ave, Philadelphia",usa,US,gen_z,2003-09-26,top_10,372966.09,4662.08,always,266.11,25.03,14.45,28.63,17.74,14.15,1166.92,673.67,1334.75,827.05,659.68
1578,Helene,Lefebvre,female,helene.lefebvre733.fr@gmail.com,"193 Rue de Passy, Lyon",fr,FR,boomer,1947-03-23,top_25,663232.15,26529.29,sometimes,44.06,46.41,5.99,13.24,15.44,18.92,12312.24,1589.1,3512.48,4096.12,5019.34
1579,Daniel,Hernandez,male,daniel.hernandez926.us@gmail.com,"125 Hill St, New York",usa,US,gen_z,2000-02-26,top_25,155369.0,6214.76,once,42.67,35.08,14.83,28.23,7.29,14.57,2180.14,921.65,1754.43,453.06,905.49
1580,Maja,Lindqvist,female,maja.lindqvist644.se@gmail.com,"142 Odengatan, Malmo",swe,SE,gen_z,2005-06-17,bottom_50,2878.81,287.88,once,14.71,71.21,10.83,14.9,3.06,0.0,205.0,31.18,42.89,8.81,0.0
1581,Kimberly,Thomas,female,kimberly.thomas318.us@gmail.com,"45 Hill St, Dallas",usa,US,gen_z,2003-10-02,bottom_50,30892.34,3089.23,once,25.77,74.01,11.89,13.47,0.63,0.0,2286.34,367.31,416.12,19.46,0.0
1582,Fiona,Kelly,female,fiona.kelly886.ie@gmail.com,"43 Nassau St, Galway",ire,IE,boomer,1956-03-02,top_1,5509843.63,27549.22,always,1228.49,19.34,9.42,11.61,14.73,44.9,5328.02,2595.14,3198.46,4058.0,12369.6
1583,Patrik,Gustafsson,male,patrik.gustafsson148.se@gmail.com,"136 Birger Jarlsgatan, Linkoping",swe,SE,millennial,1985-08-28,bottom_50,78520.74,7852.07,sometimes,10.42,75.08,11.15,8.87,4.9,0.0,5895.33,875.51,696.48,384.75,0.0
1584,Marcus,Bengtsson,male,marcus.bengtsson273.se@gmail.com,"164 Gotgatan, Orebro",swe,SE,gen_z,2005-04-27,top_25,10730.57,429.22,always,84.57,37.56,19.66,27.58,2.81,12.39,161.22,84.38,118.38,12.06,53.18
1585,William,Moore,male,william.moore965.us@gmail.com,"33 Lake Dr, Houston",usa,US,millennial,1996-11-23,bottom_50,142788.64,14278.86,once,14.09,78.45,8.11,8.82,4.62,0.0,11201.77,1158.02,1259.4,659.68,0.0
1586,Ruby,Smith,female,ruby.smith701.uk@gmail.com,"58 Mill Lane, Sheffield",uk,GB,gen_z,2001-12-06,top_25,99822.88,3992.92,once,65.11,41.45,14.98,25.52,10.8,7.25,1655.07,598.14,1018.99,431.24,289.49
1587,Patrick,Gallagher,male,patrick.gallagher472.ie@gmail.com,"60 North Circular Rd, Dundalk",ire,IE,millennial,1996-09-18,top_1,3986363.53,19931.82,sometimes,1158.62,13.39,5.24,24.71,12.9,43.76,2668.87,1044.43,4925.15,2571.2,8722.16
1588,Clodagh,O'Connor,female,clodagh.oconnor617.ie@gmail.com,"85 Merrion Sq, Bray",ire,IE,gen_z,2005-11-09,top_1,763213.46,3816.07,often,1106.54,16.26,17.12,24.29,11.63,30.7,620.49,653.31,926.92,443.81,1171.53
1589,Margaret,Garcia,female,margaret.garcia500.us@gmail.com,"106 Main St, Dallas",usa,US,gen_z,2000-11-20,top_25,73325.33,2933.01,sometimes,78.85,39.22,12.5,22.1,9.73,16.45,1150.33,366.63,648.2,285.38,482.48
1590,Patricia,Davis,female,patricia.davis230.us@gmail.com,"64 Pine Rd, San Antonio",usa,US,gen_z,2000-10-17,bottom_50,980.87,98.09,once,19.78,73.85,9.4,14.77,1.98,0.0,72.44,9.22,14.49,1.94,0.0
1591,Jennifer,Johnson,female,jennifer.johnson22.us@gmail.com,"34 Lake Dr, San Diego",usa,US,boomer,1963-11-01,bottom_50,1041310.34,104131.03,once,12.39,74.13,3.53,10.64,11.7,0.0,77192.33,3675.83,11079.54,12183.33,0.0
1592,Gang,Sun,male,gang.sun377.cn@gmail.com,"7 Changan Ave, Hangzhou",china,CN,gen_z,2006-07-22,top_10,535904.12,6698.8,often,131.69,30.52,18.79,27.99,9.61,13.09,2044.47,1258.7,1874.99,643.75,876.87
1593,Conor,Kennedy,male,conor.kennedy707.ie@gmail.com,"81 Dame St, Drogheda",ire,IE,millennial,1984-05-17,bottom_50,113784.4,11378.44,often,18.65,81.13,7.78,9.46,1.63,0.0,9231.33,885.24,1076.4,185.47,0.0
1594,Xue,He,female,xue.he504.cn@gmail.com,"76 Huaihai Rd, Hangzhou",china,CN,boomer,1951-02-13,top_1,1396964.33,6984.82,once,242.89,14.6,8.87,15.48,12.61,48.44,1019.78,619.55,1081.25,880.79,3383.45
1595,Xia,Guo,female,xia.guo700.cn@gmail.com,"62 Renmin Rd, Beijing",china,CN,gen_z,2007-07-25,top_10,536799.71,6710.0,often,71.18,20.76,18.16,27.07,16.35,17.66,1393.0,1218.54,1816.4,1097.09,1184.99
1596,Amelia,Davies,female,amelia.davies91.uk@gmail.com,"142 High St, Liverpool",uk,GB,gen_z,2006-04-25,top_25,76374.89,3055.0,sometimes,70.68,42.41,12.27,19.36,11.07,14.89,1295.63,374.85,591.45,338.19,454.89
1597,Lola,Jackson,female,lola.jackson9.uk@gmail.com,"23 Queens Ave, Leicester",uk,GB,millennial,1982-12-01,top_25,376881.63,15075.27,often,60.17,40.02,11.09,24.32,8.42,16.15,6033.12,1671.85,3666.31,1269.34,2434.66
1598,Yu,Wu,female,yu.wu560.cn@gmail.com,"107 Wangfujing St, Shenzhen",china,CN,gen_z,2005-12-12,top_1,1378799.05,6894.0,often,449.82,20.84,15.05,18.25,11.47,34.39,1436.71,1037.55,1258.15,790.74,2370.85
1599,Barbara,Smith,female,barbara.smith574.us@gmail.com,"9 Maple Dr, San Jose",usa,US,gen_z,1999-10-03,bottom_50,29926.89,2992.69,often,16.34,72.91,8.58,11.97,6.54,0.0,2181.97,256.77,358.22,195.72,0.0
1600,Jennifer,White,female,jennifer.white223.us@gmail.com,"50 Pine Rd, San Antonio",usa,US,millennial,1993-11-14,top_25,292634.77,11705.39,sometimes,49.88,50.37,9.49,16.59,8.88,14.67,5896.0,1110.84,1941.92,1039.44,1717.18
1601,Johan,Persson,male,johan.persson12.se@gmail.com,"168 Vasagatan, Jonkoping",swe,SE,millennial,1994-11-13,top_25,183095.29,7323.81,always,86.89,41.74,12.16,15.35,13.43,17.32,3056.96,890.58,1124.2,983.59,1268.48
1602,Marcus,Gustafsson,male,marcus.gustafsson976.se@gmail.com,"68 Karlavagen, Orebro",swe,SE,gen_z,1997-06-27,bottom_50,6217.61,621.76,once,19.0,69.88,11.5,16.62,2.0,0.0,434.49,71.5,103.34,12.44,0.0
1603,Ashley,Thomas,female,ashley.thomas765.us@gmail.com,"54 Oak Ave, San Antonio",usa,US,gen_z,2002-01-27,top_1,1588063.6,7940.32,always,1308.75,18.96,15.53,20.89,10.24,34.38,1505.48,1233.13,1658.73,813.09,2729.88
1604,Na,Zhang,female,na.zhang389.cn@gmail.com,"198 Zhongshan Ave, Shanghai",china,CN,millennial,1982-06-25,bottom_50,57835.05,5783.51,often,10.81,76.97,13.88,7.14,2.01,0.0,4451.57,802.75,412.94,116.25,0.0
1605,Kenneth,Martinez,male,kenneth.martinez707.us@gmail.com,"119 Main St, New York",usa,US,gen_z,2003-10-28,top_10,576964.06,7212.05,often,262.83,21.9,15.72,29.56,15.59,17.23,1579.44,1133.73,2131.88,1124.36,1242.64
1606,Mary,White,female,mary.white797.us@gmail.com,"126 Elm St, Phoenix",usa,US,gen_z,2004-02-09,top_25,132698.04,5307.92,often,50.39,45.47,15.78,28.89,3.65,6.21,2413.51,837.59,1533.46,193.74,329.62
1607,Cian,Ryan,male,cian.ryan710.ie@gmail.com,"37 Merrion Sq, Bray",ire,IE,millennial,1995-06-20,top_25,583782.57,23351.3,always,52.37,41.84,11.44,23.5,6.94,16.28,9770.18,2671.39,5487.56,1620.58,3801.59
1608,Karin,Olsson,female,karin.olsson561.se@gmail.com,"182 Birger Jarlsgatan, Uppsala",swe,SE,millennial,1984-10-14,top_25,229926.97,9197.08,always,80.78,44.22,15.11,24.85,8.07,7.75,4066.95,1389.68,2285.47,742.2,712.77
1609,Joseph,Thompson,male,joseph.thompson442.us@gmail.com,"189 Lake Dr, Phoenix",usa,US,millennial,1981-01-09,top_25,431153.51,17246.14,sometimes,60.37,44.65,7.45,20.98,12.83,14.09,7700.4,1284.84,3618.24,2212.68,2429.98
1610,Gang,Zhao,male,gang.zhao526.cn@gmail.com,"27 Wangfujing St, Chengdu",china,CN,boomer,1949-08-11,bottom_50,37437.37,3743.74,once,6.22,80.35,7.06,5.86,6.73,0.0,3008.1,264.31,219.38,251.95,0.0
1611,Jing,Huang,female,jing.huang92.cn@gmail.com,"133 Guanghua Rd, Shenzhen",china,CN,millennial,1993-02-03,bottom_50,26943.62,2694.36,once,4.02,76.27,10.17,9.78,3.78,0.0,2054.99,274.02,263.51,101.85,0.0
1612,Thomas,Thomas,male,thomas.thomas463.us@gmail.com,"23 Elm St, New York",usa,US,boomer,1957-05-06,top_25,2506883.04,100275.32,sometimes,52.77,40.71,6.1,22.8,9.06,21.33,40822.08,6116.79,22862.77,9084.94,21388.73
1613,Lan,Wu,female,lan.wu424.cn@gmail.com,"165 Renmin Rd, Shenzhen",china,CN,millennial,1991-10-12,top_10,314356.4,3929.46,always,51.73,29.35,16.13,18.43,15.75,20.34,1153.3,633.82,724.2,618.89,799.25
1614,Emily,Martin,female,emily.martin544.us@gmail.com,"60 Hill St, Philadelphia",usa,US,gen_z,2001-11-05,bottom_50,23405.4,2340.54,often,19.88,77.54,5.89,15.42,1.15,0.0,1814.85,137.86,360.91,26.92,0.0
1615,Alexandre,Martin,male,alexandre.martin710.fr@gmail.com,"67 Rue de la Paix, Toulouse",fr,FR,boomer,1964-04-09,top_10,1298993.84,16237.42,often,192.04,24.75,10.76,15.84,22.91,25.74,4018.76,1747.15,2572.01,3719.99,4179.51
1616,Qiang,Hu,male,qiang.hu313.cn@gmail.com,"47 Guanghua Rd, Hangzhou",china,CN,gen_z,1997-01-23,top_25,175048.05,7001.92,always,34.32,42.92,13.68,25.91,2.38,15.11,3005.22,957.86,1814.2,166.65,1057.99
1617,Jing,Chen,female,jing.chen425.cn@gmail.com,"191 Wangfujing St, Xi'an",china,CN,millennial,1983-12-25,top_25,118462.94,4738.52,always,28.37,44.37,17.03,17.08,7.5,14.02,2102.48,806.97,809.34,355.39,664.34
1618,Lan,Gao,female,lan.gao527.cn@gmail.com,"156 Dongfeng Rd, Beijing",china,CN,millennial,1986-04-11,bottom_50,43867.45,4386.74,often,7.84,81.65,6.68,7.49,4.18,0.0,3581.77,293.03,328.57,183.37,0.0
1619,Pierre,Garcia,male,pierre.garcia797.fr@gmail.com,"145 Rue de Rivoli, Bordeaux",fr,FR,gen_z,2005-02-05,top_25,92110.09,3684.4,often,54.47,37.8,12.31,27.9,10.16,11.83,1392.7,453.55,1027.95,374.34,435.86
1620,Tao,Xu,male,tao.xu731.cn@gmail.com,"92 Jiefang Rd, Xi'an",china,CN,boomer,1957-03-26,top_25,223719.03,8948.76,often,25.67,54.58,9.02,15.56,8.68,12.16,4884.23,807.18,1392.43,776.75,1088.17
1621,William,Hernandez,male,william.hernandez538.us@gmail.com,"120 Main St, Dallas",usa,US,millennial,1991-07-09,top_25,410827.92,16433.12,always,61.56,52.88,8.43,13.67,8.56,16.46,8689.83,1385.31,2246.41,1406.68,2704.89
1622,Ella,Jackson,female,ella.jackson597.uk@gmail.com,"130 Green Lane, London",uk,GB,boomer,1949-02-14,bottom_50,153513.13,15351.31,once,13.91,72.89,1.99,16.03,9.09,0.0,11189.57,305.49,2460.81,1395.43,0.0
1623,Alfie,Thompson,male,alfie.thompson739.uk@gmail.com,"172 Kings Rd, Glasgow",uk,GB,boomer,1952-12-27,bottom_50,990660.51,99066.05,sometimes,15.61,80.95,1.1,9.66,8.29,0.0,80193.97,1089.73,9569.78,8212.58,0.0
1624,John,Martin,male,john.martin32.us@gmail.com,"141 Maple Dr, Chicago",usa,US,millennial,1984-11-05,top_10,1253451.28,15668.14,sometimes,335.85,29.06,16.14,26.16,14.61,14.03,4553.16,2528.84,4098.79,2289.12,2198.24
1625,Betty,Hernandez,female,betty.hernandez413.us@gmail.com,"195 Hill St, Chicago",usa,US,millennial,1981-03-18,top_25,337895.49,13515.82,always,79.07,55.1,12.57,10.11,7.41,14.81,7447.22,1698.94,1366.45,1001.52,2001.69
1626,Marcus,Andersson,male,marcus.andersson751.se@gmail.com,"107 Sveavagen, Norrkoping",swe,SE,gen_z,2008-10-27,top_10,60045.68,750.57,often,278.77,28.93,15.2,28.1,9.11,18.66,217.14,114.09,210.91,68.38,140.06
1627,Li,Gao,female,li.gao420.cn@gmail.com,"176 Renmin Rd, Nanjing",china,CN,boomer,1962-04-09,bottom_50,54724.13,5472.41,sometimes,7.57,81.64,4.27,6.5,7.59,0.0,4467.68,233.67,355.71,415.36,0.0
1628,Thomas,Anderson,male,thomas.anderson458.us@gmail.com,"151 Elm St, San Diego",usa,US,millennial,1993-06-15,bottom_50,24799.74,2479.97,sometimes,14.49,78.31,9.77,6.84,5.08,0.0,1942.06,242.29,169.63,125.98,0.0
1629,Susan,Wilson,female,susan.wilson866.us@gmail.com,"191 Park Ave, Phoenix",usa,US,boomer,1956-03-25,bottom_50,164082.0,16408.2,once,26.94,71.3,6.84,10.31,11.55,0.0,11699.05,1122.32,1691.69,1895.15,0.0
1630,Joseph,Smith,male,joseph.smith477.us@gmail.com,"103 Lake Dr, Philadelphia",usa,US,millennial,1982-08-25,top_1,6725501.54,33627.51,often,1322.02,18.6,7.42,22.78,16.52,34.68,6254.72,2495.16,7660.35,5555.26,11662.02
1631,Yi,Gao,male,yi.gao199.cn@gmail.com,"35 Dongfeng Rd, Wuhan",china,CN,millennial,1981-01-24,bottom_50,51961.87,5196.19,often,9.31,77.58,5.95,12.23,4.24,0.0,4031.2,309.17,635.49,220.32,0.0
1632,Mei,Ma,female,mei.ma239.cn@gmail.com,"59 Dongfeng Rd, Shanghai",china,CN,gen_z,1999-09-08,top_1,1367974.8,6839.87,always,573.43,20.54,13.57,24.27,13.06,28.56,1404.91,928.17,1660.04,893.29,1953.47
1633,Zhen,Li,female,zhen.li831.cn@gmail.com,"132 Zhongshan Ave, Suzhou",china,CN,gen_z,2000-12-15,top_25,120069.16,4802.77,sometimes,20.85,49.16,19.98,19.54,2.87,8.45,2361.04,959.59,938.46,137.84,405.83
1634,Cheng,Guo,male,cheng.guo704.cn@gmail.com,"174 Wangfujing St, Xi'an",china,CN,boomer,1963-11-01,bottom_50,29214.23,2921.42,once,4.01,84.75,7.12,4.65,3.48,0.0,2475.9,208.01,135.85,101.67,0.0
1635,Mattias,Gustafsson,male,mattias.gustafsson446.se@gmail.com,"75 Storgatan, Orebro",swe,SE,millennial,1992-12-12,top_25,153989.33,6159.57,often,67.17,49.41,15.83,19.75,5.27,9.74,3043.44,975.06,1216.52,324.61,599.94
