id,first_name,last_name,gender,email,address,country,generation,wealth_tier,net_worth_usd,monthly_income_usd,internet_frequency,monthly_internet_spend_usd,food_living_pct,tech_pct,lifestyle_pct,travel_pct,investment_pct,food_living_usd,tech_usd,lifestyle_usd,travel_usd,investment_usd
2335,David,Martin,male,david.martin816.us@gmail.com,"44 Park Ave, Los Angeles",usa,boomer,top_1,26912699.77,134563.5,once,1382.88,16.93,9.89,15.99,19.84,37.35,22781.6,13308.33,21516.7,26697.4,50259.47
2336,Gang,Zhang,male,gang.zhang126.cn@gmail.com,"177 Changan Ave, Hangzhou",china,gen_z,bottom_50,66042.46,6604.25,once,10.18,77.64,13.71,8.19,0.46,0.0,5127.54,905.44,540.89,30.38,0.0
2337,Jian,Sun,male,jian.sun927.cn@gmail.com,"71 Xinhua St, Shenzhen",china,millennial,bottom_50,50281.65,5028.16,often,5.68,79.31,6.62,12.87,1.2,0.0,3987.83,332.86,647.12,60.34,0.0
2338,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,fr,millennial,bottom_50,59634.13,5963.41,sometimes,9.43,80.04,2.28,8.64,9.04,0.0,4773.11,135.97,515.24,539.09,0.0
2339,Long,Hu,male,long.hu300.cn@gmail.com,"196 Jiefang Rd, Suzhou",china,gen_z,bottom_50,108597.99,10859.8,sometimes,5.41,71.98,14.6,11.32,2.1,0.0,7816.88,1585.53,1229.33,228.06,0.0
2340,Johan,Lindberg,male,johan.lindberg161.se@gmail.com,"187 Sveavagen, Linkoping",swe,millennial,top_25,151167.52,6046.7,often,47.93,41.24,13.87,20.06,5.66,19.17,2493.66,838.68,1212.97,342.24,1159.15
2341,Lisa,Davis,female,lisa.davis796.us@gmail.com,"53 Oak Ave, San Diego",usa,millennial,top_25,328713.52,13148.54,sometimes,60.37,36.24,10.36,22.44,10.65,20.31,4765.03,1362.19,2950.53,1400.32,2670.47
2342,Richard,Thompson,male,richard.thompson99.us@gmail.com,"132 Main St, Los Angeles",usa,gen_z,bottom_50,23070.59,2307.06,once,12.07,82.6,6.96,9.57,0.87,0.0,1905.63,160.57,220.79,20.07,0.0
2343,Anthony,Jones,male,anthony.jones660.us@gmail.com,"94 Cedar Ln, Los Angeles",usa,boomer,bottom_50,591520.15,59152.01,often,23.05,75.43,2.9,13.77,7.9,0.0,44618.36,1715.41,8145.23,4673.01,0.0
2344,Zhi,Guo,female,zhi.guo23.cn@gmail.com,"173 Jiefang Rd, Wuhan",china,boomer,bottom_50,59015.5,5901.55,once,6.44,77.77,7.45,10.3,4.48,0.0,4589.64,439.67,607.86,264.39,0.0
2345,Mei,Li,female,mei.li975.cn@gmail.com,"127 Xinhua St, Nanjing",china,gen_z,bottom_50,34350.46,3435.05,once,4.38,76.89,13.36,9.19,0.56,0.0,2641.21,458.92,315.68,19.24,0.0
2346,Xin,Chen,male,xin.chen426.cn@gmail.com,"33 Wangfujing St, Shanghai",china,boomer,top_1,1662621.46,8313.11,always,691.48,16.66,13.41,19.8,14.09,36.04,1384.96,1114.79,1646.0,1171.32,2996.04
2347,Kenneth,White,male,kenneth.white627.us@gmail.com,"123 Pine Rd, Chicago",usa,gen_z,bottom_50,16827.62,1682.76,often,14.93,72.44,5.17,18.22,4.17,0.0,1218.99,87.0,306.6,70.17,0.0
2348,Ciara,Quinn,female,ciara.quinn43.ie@gmail.com,"114 Nassau St, Swords",ire,millennial,bottom_50,66926.6,6692.66,sometimes,17.27,73.12,5.63,15.79,5.46,0.0,4893.67,376.8,1056.77,365.42,0.0
2349,Bjorn,Olsson,male,bjorn.olsson810.se@gmail.com,"190 Sveavagen, Malmo",swe,millennial,bottom_50,60655.49,6065.55,once,6.47,74.91,8.11,13.0,3.98,0.0,4543.7,491.92,788.52,241.41,0.0
2350,Charles,Martin,male,charles.martin176.us@gmail.com,"17 Cedar Ln, Chicago",usa,gen_z,bottom_50,9675.05,967.5,often,23.66,74.09,11.18,11.9,2.83,0.0,716.82,108.17,115.13,27.38,0.0
2351,Barbara,Lopez,female,barbara.lopez687.us@gmail.com,"174 Cedar Ln, Dallas",usa,boomer,top_25,2588754.72,103550.19,once,46.85,35.78,7.39,21.74,12.55,22.54,37050.26,7652.36,22511.81,12995.55,23340.21
2352,Manon,Moreau,female,manon.moreau59.fr@gmail.com,"122 Boulevard Saint-Germain, Marseille",fr,gen_z,top_10,145068.72,1813.36,sometimes,186.66,31.82,14.15,20.57,12.96,20.5,577.01,256.59,373.01,235.01,371.74
2353,Lucas,White,male,lucas.white345.uk@gmail.com,"140 Green Lane, Edinburgh",uk,millennial,bottom_50,69202.76,6920.28,often,13.44,70.84,4.68,18.96,5.52,0.0,4902.33,323.87,1312.09,382.0,0.0
2354,Sandra,Johnson,female,sandra.johnson233.us@gmail.com,"197 Pine Rd, San Jose",usa,boomer,bottom_50,678779.76,67877.98,once,11.86,80.87,2.66,8.11,8.36,0.0,54892.92,1805.55,5504.9,5674.6,0.0
2355,William,Robinson,male,william.robinson205.uk@gmail.com,"54 Park Rd, Birmingham",uk,gen_z,bottom_50,27472.28,2747.23,once,9.78,69.03,8.86,18.13,3.98,0.0,1896.41,243.4,498.07,109.34,0.0
2356,Gang,Li,male,gang.li97.cn@gmail.com,"75 Nanjing Rd, Suzhou",china,gen_z,top_1,1681463.01,8407.32,often,743.73,19.31,15.74,17.6,15.32,32.03,1623.45,1323.31,1479.69,1288.0,2692.86
2357,Jonas,Nilsson,male,jonas.nilsson682.se@gmail.com,"164 Karlavagen, Orebro",swe,gen_z,bottom_50,4318.62,431.86,sometimes,13.27,71.3,12.86,13.42,2.42,0.0,307.92,55.54,57.96,10.45,0.0
2358,Bo,Zhu,male,bo.zhu378.cn@gmail.com,"23 Dongfeng Rd, Wuhan",china,boomer,bottom_50,83652.49,8365.25,sometimes,5.05,78.92,3.72,10.72,6.64,0.0,6601.86,311.19,896.75,555.45,0.0
2359,Fang,Chen,female,fang.chen425.cn@gmail.com,"84 Jiefang Rd, Shanghai",china,gen_z,bottom_50,83536.42,8353.64,often,10.72,75.82,13.41,10.09,0.68,0.0,6333.73,1120.22,842.88,56.8,0.0
2360,Long,Hu,male,long.hu132.cn@gmail.com,"183 Dongfeng Rd, Nanjing",china,boomer,top_25,159787.17,6391.49,once,22.06,44.81,12.94,17.79,7.85,16.61,2864.03,827.06,1137.05,501.73,1061.63
2361,Maja,Larsson,female,maja.larsson119.se@gmail.com,"103 Odengatan, Uppsala",swe,millennial,top_10,469090.73,5863.63,sometimes,219.95,39.25,17.17,21.85,8.88,12.85,2301.47,1006.79,1281.2,520.69,753.48
2362,Na,Zhang,female,na.zhang313.cn@gmail.com,"107 Dongfeng Rd, Guangzhou",china,gen_z,top_1,1074223.13,5371.12,always,268.99,16.68,14.48,27.91,7.97,32.96,895.9,777.74,1499.08,428.08,1770.32
2363,Qiang,Wu,male,qiang.wu488.cn@gmail.com,"190 Nanjing Rd, Guangzhou",china,gen_z,top_25,130997.86,5239.91,always,12.43,38.86,20.04,20.33,12.22,8.55,2036.23,1050.08,1065.27,640.32,448.01
2364,Shu,Ma,female,shu.ma129.cn@gmail.com,"116 Zhongshan Ave, Suzhou",china,millennial,top_10,367685.72,4596.07,once,51.78,27.68,19.63,21.63,13.27,17.79,1272.19,902.21,994.13,609.9,817.64
2365,Na,Hu,female,na.hu13.cn@gmail.com,"8 Wangfujing St, Nanjing",china,boomer,bottom_50,17604.84,1760.48,often,10.55,77.34,6.96,10.84,4.86,0.0,1361.56,122.53,190.84,85.56,0.0
2366,Lan,Zhou,female,lan.zhou432.cn@gmail.com,"72 Zhongshan Ave, Chengdu",china,millennial,top_10,360738.19,4509.23,always,108.41,39.38,13.9,11.81,10.89,24.02,1775.73,626.78,532.54,491.06,1083.12
2367,Isla,Taylor,female,isla.taylor771.uk@gmail.com,"136 Victoria Rd, Birmingham",uk,boomer,bottom_50,326280.83,32628.08,always,12.92,76.36,1.64,14.85,7.15,0.0,24914.8,535.1,4845.27,2332.91,0.0
2368,Jing,Chen,female,jing.chen965.cn@gmail.com,"153 Changan Ave, Beijing",china,millennial,top_10,331703.2,4146.29,always,85.56,32.81,12.9,17.27,12.15,24.87,1360.4,534.87,716.06,503.77,1031.18
2369,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,fr,gen_z,bottom_50,15760.93,1576.09,once,16.31,68.61,7.77,16.04,7.58,0.0,1081.36,122.46,252.8,119.47,0.0
2370,Alfie,Taylor,male,alfie.taylor298.uk@gmail.com,"165 Station Rd, Leeds",uk,gen_z,bottom_50,4547.84,454.78,always,14.76,72.28,7.86,18.28,1.58,0.0,328.71,35.75,83.13,7.19,0.0
2371,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,fr,gen_z,top_10,202205.01,2527.56,often,192.49,34.96,13.39,28.88,14.65,8.12,883.63,338.44,729.96,370.29,205.24
2372,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,fr,boomer,bottom_50,176857.68,17685.77,sometimes,10.17,81.82,0.14,6.26,11.78,0.0,14470.5,24.76,1107.13,2083.38,0.0
2373,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,ire,boomer,bottom_50,212502.83,21250.28,once,14.51,80.17,1.26,10.42,8.15,0.0,17036.35,267.75,2214.28,1731.9,0.0
2374,Sophie,Vincent,female,sophie.vincent515.fr@gmail.com,"18 Rue Nationale, Nice",fr,gen_z,bottom_50,1051.02,105.1,often,14.93,72.88,5.77,19.9,1.45,0.0,76.6,6.06,20.91,1.52,0.0
2375,Richard,Lopez,male,richard.lopez276.us@gmail.com,"10 Park Ave, Chicago",usa,millennial,bottom_50,112727.04,11272.7,often,13.49,78.1,3.51,11.87,6.52,0.0,8803.98,395.67,1338.07,734.98,0.0
2376,Scarlett,Watson,female,scarlett.watson684.uk@gmail.com,"31 Kings Rd, Leicester",uk,boomer,top_25,2429338.36,97173.53,often,36.58,44.52,4.04,21.22,13.29,16.93,43261.66,3925.81,20620.22,12914.36,16451.48
2377,Elizabeth,Miller,female,elizabeth.miller854.us@gmail.com,"55 Hill St, Philadelphia",usa,millennial,bottom_50,44937.32,4493.73,once,14.07,73.96,6.19,14.73,5.12,0.0,3323.56,278.16,661.93,230.08,0.0
2378,Jonas,Nilsson,male,jonas.nilsson239.se@gmail.com,"180 Birger Jarlsgatan, Vasteras",swe,gen_z,top_10,59003.17,737.54,often,166.63,27.29,16.07,25.06,10.81,20.77,201.27,118.52,184.83,79.73,153.19
2379,Jian,Wang,male,jian.wang467.cn@gmail.com,"17 Guanghua Rd, Nanjing",china,millennial,top_10,297626.65,3720.33,sometimes,86.63,33.86,14.27,19.51,13.59,18.77,1259.7,530.89,725.84,505.59,698.31
2380,Zhi,Chen,female,zhi.chen785.cn@gmail.com,"148 Changan Ave, Hangzhou",china,boomer,bottom_50,71911.32,7191.13,sometimes,5.63,84.88,4.32,6.39,4.41,0.0,6103.83,310.66,459.51,317.13,0.0
2381,Clement,Durand,male,clement.durand984.fr@gmail.com,"175 Avenue Foch, Marseille",fr,millennial,top_25,296792.17,11871.69,often,39.65,48.31,11.47,17.69,11.23,11.3,5735.21,1361.68,2100.1,1333.19,1341.5
2382,Robert,Davis,male,robert.davis890.us@gmail.com,"67 Park Ave, San Jose",usa,gen_z,bottom_50,22223.62,2222.36,once,7.71,71.75,8.25,16.88,3.12,0.0,1594.54,183.34,375.13,69.34,0.0
2383,Lei,Yang,male,lei.yang256.cn@gmail.com,"135 Changan Ave, Xi'an",china,boomer,top_25,132872.43,5314.9,often,18.51,42.02,9.74,18.46,12.71,17.07,2233.32,517.67,981.13,675.52,907.25
2384,Ying,Gao,female,ying.gao174.cn@gmail.com,"32 Zhongshan Ave, Beijing",china,boomer,top_10,542545.33,6781.82,once,89.35,45.87,12.01,12.84,13.18,16.1,3110.82,814.5,870.79,893.84,1091.87
2385,John,Jackson,male,john.jackson460.us@gmail.com,"140 Elm St, Phoenix",usa,millennial,top_1,2671286.55,13356.43,always,1119.34,20.37,7.61,22.28,14.54,35.2,2720.7,1016.42,2975.81,1942.02,4701.46
2386,Daisy,Smith,female,daisy.smith63.uk@gmail.com,"172 Manor Rd, Leicester",uk,boomer,top_25,1513303.35,60532.13,sometimes,84.09,33.57,8.3,22.36,15.29,20.48,20320.64,5024.17,13534.98,9255.36,12396.98
2387,Wei,Hu,male,wei.hu520.cn@gmail.com,"133 Renmin Rd, Guangzhou",china,boomer,bottom_50,92867.25,9286.73,often,2.78,82.56,5.36,8.82,3.26,0.0,7667.12,497.77,819.09,302.75,0.0
2388,Oskar,Andersson,male,oskar.andersson140.se@gmail.com,"187 Odengatan, Vasteras",swe,gen_z,top_25,16016.01,640.64,always,61.96,42.28,15.0,19.02,5.3,18.4,270.86,96.1,121.85,33.95,117.88
2389,Christopher,Jackson,male,christopher.jackson222.us@gmail.com,"191 Main St, San Diego",usa,millennial,top_25,357624.01,14304.96,sometimes,61.28,45.25,8.68,16.77,11.05,18.25,6472.99,1241.67,2398.94,1580.7,2610.66
2390,Olivia,Walker,female,olivia.walker107.uk@gmail.com,"152 Park Rd, Liverpool",uk,millennial,bottom_50,60911.09,6091.11,often,9.24,80.28,1.13,12.56,6.03,0.0,4889.94,68.83,765.04,367.29,0.0
2391,Jack,Evans,male,jack.evans498.uk@gmail.com,"147 Green Lane, London",uk,gen_z,bottom_50,12094.03,1209.4,once,14.9,70.7,6.19,13.68,9.43,0.0,855.05,74.86,165.45,114.05,0.0
2392,Mary,Wilson,female,mary.wilson460.us@gmail.com,"178 Elm St, Chicago",usa,millennial,top_10,2605337.44,32566.72,often,162.35,33.86,7.9,21.83,9.52,26.89,11027.09,2572.77,7109.31,3100.35,8757.19
2393,Cheng,Xu,male,cheng.xu963.cn@gmail.com,"113 Guanghua Rd, Beijing",china,boomer,top_25,115461.51,4618.46,sometimes,22.51,44.11,11.31,19.8,9.12,15.66,2037.2,522.35,914.46,421.2,723.25
2394,Li,Luo,female,li.luo329.cn@gmail.com,"3 Xinhua St, Beijing",china,boomer,top_10,356552.51,4456.91,often,102.99,38.86,7.8,11.35,9.97,32.02,1731.96,347.64,505.86,444.35,1427.1
2395,Kimberly,Martinez,female,kimberly.martinez270.us@gmail.com,"76 Maple Dr, New York",usa,boomer,top_10,5358324.01,66979.05,sometimes,346.03,16.99,14.02,18.59,15.1,35.3,11379.74,9390.46,12451.41,10113.84,23643.6
2396,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,swe,boomer,bottom_50,468672.09,46867.21,sometimes,14.55,80.22,5.62,7.02,7.14,0.0,37596.88,2633.94,3290.08,3346.32,0.0
2397,Oliver,Williams,male,oliver.williams397.uk@gmail.com,"162 Kings Rd, London",uk,millennial,top_25,358082.12,14323.28,sometimes,60.94,43.12,10.36,25.51,10.33,10.68,6176.2,1483.89,3653.87,1479.59,1529.73
2398,Anthony,Taylor,male,anthony.taylor258.us@gmail.com,"160 Lake Dr, San Antonio",usa,boomer,top_10,5627433.58,70342.92,sometimes,362.27,38.85,8.94,19.9,17.59,14.72,27328.22,6288.66,13998.24,12373.32,10354.48
2399,Sandra,Taylor,female,sandra.taylor436.us@gmail.com,"35 Pine Rd, San Diego",usa,boomer,bottom_50,187435.69,18743.57,once,13.4,81.78,3.87,5.59,8.76,0.0,15328.49,725.38,1047.77,1641.94,0.0
2400,Mark,Lopez,male,mark.lopez362.us@gmail.com,"46 Pine Rd, New York",usa,gen_z,bottom_50,11233.85,1123.38,once,27.86,69.91,9.96,14.93,5.2,0.0,785.35,111.89,167.72,58.42,0.0
2401,Karen,Davis,female,karen.davis648.us@gmail.com,"111 Elm St, San Diego",usa,millennial,bottom_50,20261.24,2026.12,always,15.5,82.38,7.68,4.91,5.03,0.0,1669.12,155.61,99.48,101.91,0.0
2402,Lina,Olsson,female,lina.olsson718.se@gmail.com,"64 Kungsgatan, Norrkoping",swe,boomer,bottom_50,415531.41,41553.14,sometimes,9.68,69.63,10.15,11.33,8.89,0.0,28933.45,4217.64,4707.97,3694.07,0.0
2403,Matthew,Brown,male,matthew.brown518.us@gmail.com,"156 Maple Dr, Phoenix",usa,gen_z,bottom_50,14009.87,1400.99,once,13.55,74.57,6.29,13.56,5.58,0.0,1044.72,88.12,189.97,78.18,0.0
2404,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,fr,millennial,bottom_50,168456.96,16845.7,often,16.99,80.31,1.69,9.46,8.54,0.0,13528.78,284.69,1593.6,1438.62,0.0
2405,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,ire,millennial,bottom_50,28814.22,2881.42,often,20.38,70.31,8.09,19.58,2.02,0.0,2025.93,233.11,564.18,58.2,0.0
2406,Matthew,Davis,male,matthew.davis489.us@gmail.com,"193 Cedar Ln, San Diego",usa,boomer,top_10,10496420.52,131205.26,always,168.12,35.14,5.85,23.4,15.95,19.66,46105.53,7675.51,30702.03,20927.24,25794.95
2407,Thomas,White,male,thomas.white103.us@gmail.com,"138 Lake Dr, Los Angeles",usa,boomer,top_25,1991771.34,79670.85,once,63.77,40.38,4.9,20.66,13.72,20.34,32171.09,3903.87,16460.0,10930.84,16205.05
2408,Anthony,Moore,male,anthony.moore859.us@gmail.com,"65 Maple Dr, Philadelphia",usa,millennial,top_10,1446256.23,18078.2,always,210.31,37.39,14.06,14.98,11.82,21.75,6759.44,2541.79,2708.11,2136.84,3932.01
2409,Andrew,Martin,male,andrew.martin27.us@gmail.com,"161 Pine Rd, San Antonio",usa,gen_z,top_25,161239.74,6449.59,always,63.76,40.62,10.13,29.88,4.37,15.0,2619.82,653.34,1927.14,281.85,967.44
2410,Mia,Thompson,female,mia.thompson279.uk@gmail.com,"9 Park Rd, Sheffield",uk,boomer,bottom_50,59737.09,5973.71,once,12.41,66.51,4.45,22.98,6.06,0.0,3973.11,265.83,1372.76,362.01,0.0
2411,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,ire,boomer,bottom_50,583045.71,58304.57,once,21.93,82.31,3.94,7.65,6.1,0.0,47990.49,2297.2,4460.3,3556.58,0.0
2412,Susan,Martin,female,susan.martin671.us@gmail.com,"122 Park Ave, San Antonio",usa,millennial,bottom_50,48086.77,4808.68,often,25.02,80.58,6.26,10.93,2.23,0.0,3874.83,301.02,525.59,107.23,0.0
2413,Fang,Xu,female,fang.xu641.cn@gmail.com,"181 Renmin Rd, Xi'an",china,millennial,top_10,148459.92,1855.75,often,80.49,35.05,17.87,15.11,13.77,18.2,650.44,331.62,280.4,255.54,337.75
2414,Patricia,Thompson,female,patricia.thompson24.us@gmail.com,"61 Park Ave, San Antonio",usa,millennial,bottom_50,108160.13,10816.01,once,25.19,69.57,7.84,14.39,8.2,0.0,7524.7,847.98,1556.42,886.91,0.0
2415,Declan,Gallagher,male,declan.gallagher293.ie@gmail.com,"51 Merrion Sq, Dublin",ire,boomer,top_25,1430104.15,57204.17,sometimes,53.95,43.48,2.94,15.65,19.47,18.46,24872.37,1681.8,8952.45,11137.65,10559.89
2416,Rong,Sun,female,rong.sun295.cn@gmail.com,"145 Wangfujing St, Nanjing",china,boomer,bottom_50,24285.44,2428.54,sometimes,8.37,81.35,5.02,7.28,6.35,0.0,1975.62,121.91,176.8,154.21,0.0
2417,Fang,Guo,female,fang.guo488.cn@gmail.com,"136 Nanjing Rd, Xi'an",china,millennial,bottom_50,52239.31,5223.93,once,4.65,77.47,9.33,10.57,2.63,0.0,4046.98,487.39,552.17,137.39,0.0
2418,Marie,Bertrand,female,marie.bertrand790.fr@gmail.com,"123 Rue de Rivoli, Toulouse",fr,gen_z,bottom_50,3131.99,313.2,once,18.0,69.69,9.8,16.5,4.01,0.0,218.27,30.69,51.68,12.56,0.0
2419,Zhen,Luo,female,zhen.luo179.cn@gmail.com,"147 Huaihai Rd, Wuhan",china,millennial,top_1,621449.58,3107.25,always,256.15,17.27,15.87,14.91,15.57,36.38,536.62,493.12,463.29,483.8,1130.42
2420,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,swe,gen_z,bottom_50,3314.98,331.5,sometimes,9.52,69.67,9.2,14.44,6.69,0.0,230.96,30.5,47.87,22.18,0.0
2421,Siobhan,McLoughlin,female,siobhan.mcloughlin692.ie@gmail.com,"54 South Circular Rd, Drogheda",ire,boomer,top_25,1666048.83,66641.95,always,59.08,37.75,4.02,21.19,19.37,17.67,25157.34,2679.01,14121.43,12908.55,11775.63
2422,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,ire,boomer,top_25,1272839.3,50913.57,sometimes,51.77,48.39,3.65,21.62,8.51,17.83,24637.08,1858.35,11007.51,4332.74,9077.89
2423,Sinead,O'Sullivan,female,sinead.osullivan633.ie@gmail.com,"156 Dame St, Waterford",ire,boomer,top_25,1703869.59,68154.78,sometimes,65.24,37.06,7.57,23.17,12.04,20.16,25258.16,5159.32,15791.46,8205.84,13740.0
2424,Sorcha,Ryan,female,sorcha.ryan752.ie@gmail.com,"131 North Circular Rd, Kilkenny",ire,gen_z,top_25,113246.39,4529.86,sometimes,75.19,49.56,12.94,20.86,1.92,14.72,2245.0,586.16,944.93,86.97,666.8
2425,Shane,Gallagher,male,shane.gallagher722.ie@gmail.com,"43 Clontarf Rd, Dundalk",ire,gen_z,top_10,211011.69,2637.65,often,189.88,22.35,17.26,29.53,13.11,17.75,589.51,455.26,778.9,345.8,468.18
2426,Cormac,Walsh,male,cormac.walsh722.ie@gmail.com,"3 South Circular Rd, Cork",ire,millennial,top_1,3662011.43,18310.06,often,525.37,21.02,7.92,20.68,13.57,36.81,3848.77,1450.16,3786.52,2484.68,6739.93
2427,Joseph,Moore,male,joseph.moore820.us@gmail.com,"92 Pine Rd, New York",usa,boomer,bottom_50,61852.01,6185.2,often,15.28,74.4,4.48,8.99,12.13,0.0,4601.79,277.1,556.05,750.26,0.0
2428,Yang,Wang,male,yang.wang833.cn@gmail.com,"57 Dongfeng Rd, Shanghai",china,gen_z,bottom_50,104610.37,10461.04,often,6.58,68.14,14.24,13.61,4.01,0.0,7128.15,1489.65,1423.75,419.49,0.0
2429,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,millennial,top_25,341320.93,13652.84,once,70.64,38.58,13.68,25.7,0.49,21.55,5267.27,1867.71,3508.78,66.9,2942.19
2430,Patricia,Williams,female,patricia.williams847.us@gmail.com,"142 River Rd, Chicago",usa,millennial,bottom_50,156629.28,15662.93,often,9.94,78.69,7.27,8.44,5.6,0.0,12325.16,1138.7,1321.95,877.12,0.0
2431,Anna,Andersson,female,anna.andersson176.se@gmail.com,"167 Gotgatan, Gothenburg",swe,millennial,bottom_50,43605.11,4360.51,once,14.08,73.83,8.26,14.83,3.08,0.0,3219.36,360.18,646.66,134.3,0.0
2432,Emma,Lindstrom,female,emma.lindstrom85.se@gmail.com,"81 Vasagatan, Gothenburg",swe,gen_z,bottom_50,598.66,59.87,often,18.8,67.03,14.06,14.58,4.33,0.0,40.13,8.42,8.73,2.59,0.0
2433,Mia,Jones,female,mia.jones950.uk@gmail.com,"194 Kings Rd, Sheffield",uk,gen_z,top_25,102610.74,4104.43,sometimes,53.29,42.29,15.8,22.49,8.22,11.2,1735.76,648.5,923.09,337.38,459.7
2434,Baptiste,Simon,male,baptiste.simon898.fr@gmail.com,"68 Rue Nationale, Strasbourg",fr,boomer,bottom_50,217015.85,21701.58,once,11.48,80.43,3.57,9.01,6.99,0.0,17454.58,774.75,1955.31,1516.94,0.0
2435,Leo,Taylor,male,leo.taylor988.uk@gmail.com,"143 High St, Manchester",uk,boomer,top_10,5106373.76,63829.67,once,255.94,31.67,10.53,14.88,16.05,26.87,20214.86,6721.26,9497.85,10244.66,17151.03
2436,Mark,Johnson,male,mark.johnson752.us@gmail.com,"75 Oak Ave, Phoenix",usa,boomer,top_25,2156146.89,86245.88,sometimes,72.92,44.2,0.45,24.28,14.46,16.61,38120.68,388.11,20940.5,12471.15,14325.44
2437,Emma,Eriksson,female,emma.eriksson337.se@gmail.com,"32 Vasagatan, Helsingborg",swe,gen_z,bottom_50,5370.57,537.06,sometimes,17.45,69.24,12.23,14.93,3.6,0.0,371.86,65.68,80.18,19.33,0.0
2438,Clara,Bertrand,female,clara.bertrand154.fr@gmail.com,"2 Rue de Passy, Strasbourg",fr,boomer,top_25,743390.98,29735.64,sometimes,76.71,45.47,4.02,22.58,14.36,13.57,13520.8,1195.37,6714.31,4270.04,4035.13
2439,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,fr,millennial,bottom_50,175232.19,17523.22,once,11.59,79.85,1.07,12.29,6.79,0.0,13992.29,187.5,2153.6,1189.83,0.0
2440,Archie,Williams,male,archie.williams985.uk@gmail.com,"29 Queens Ave, London",uk,gen_z,top_25,68780.07,2751.2,once,56.13,42.78,15.38,24.12,8.68,9.04,1176.96,423.13,663.59,238.8,248.71
2441,Rui,Zhou,male,rui.zhou444.cn@gmail.com,"110 Dongfeng Rd, Shenzhen",china,millennial,bottom_50,63372.89,6337.29,once,6.19,81.89,11.13,4.23,2.75,0.0,5189.61,705.34,268.07,174.28,0.0
2442,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,gen_z,top_25,68158.3,2726.33,always,42.66,47.22,9.96,22.55,6.71,13.56,1287.37,271.54,614.79,182.94,369.69
2443,Thomas,Johnson,male,thomas.johnson828.us@gmail.com,"74 Lake Dr, San Antonio",usa,boomer,bottom_50,984837.94,98483.79,sometimes,10.06,86.62,1.69,6.82,4.87,0.0,85306.66,1664.38,6716.59,4796.16,0.0
2444,Jennifer,Garcia,female,jennifer.garcia15.us@gmail.com,"144 Hill St, New York",usa,boomer,top_10,8704082.77,108801.03,once,278.84,26.92,9.65,17.25,19.04,27.14,29289.24,10499.3,18768.18,20715.72,29528.6
2445,Qian,Yang,female,qian.yang401.cn@gmail.com,"113 Jiefang Rd, Beijing",china,millennial,bottom_50,46699.67,4669.97,sometimes,5.99,75.24,10.18,13.87,0.71,0.0,3513.69,475.4,647.72,33.16,0.0
2446,Daniel,Thompson,male,daniel.thompson883.us@gmail.com,"97 Hill St, San Diego",usa,boomer,bottom_50,945617.03,94561.7,often,20.24,74.26,5.87,10.18,9.69,0.0,70221.52,5550.77,9626.38,9163.03,0.0
2447,Bo,Wu,male,bo.wu573.cn@gmail.com,"119 Zhongshan Ave, Suzhou",china,gen_z,bottom_50,42636.57,4263.66,often,11.41,75.24,10.86,11.37,2.53,0.0,3207.98,463.03,484.78,107.87,0.0
2448,Karen,Brown,female,karen.brown984.us@gmail.com,"62 River Rd, Houston",usa,boomer,bottom_50,830136.13,83013.61,often,18.38,78.16,2.96,8.26,10.62,0.0,64883.44,2457.2,6856.92,8816.05,0.0
2449,Mikael,Hansson,male,mikael.hansson482.se@gmail.com,"96 Karlavagen, Stockholm",swe,gen_z,top_10,20468.84,255.86,often,251.76,26.99,15.84,24.81,12.14,20.22,69.06,40.53,63.48,31.06,51.73
2450,Bo,Lin,male,bo.lin467.cn@gmail.com,"109 Huaihai Rd, Hangzhou",china,millennial,bottom_50,53450.8,5345.08,once,6.36,73.52,12.69,12.78,1.01,0.0,3929.7,678.29,683.1,53.99,0.0
2451,Lan,Li,female,lan.li215.cn@gmail.com,"139 Xinhua St, Shanghai",china,millennial,bottom_50,58374.66,5837.47,once,7.25,79.54,12.02,8.11,0.33,0.0,4643.12,701.66,473.42,19.26,0.0
2452,Paul,Garcia,male,paul.garcia986.us@gmail.com,"138 Pine Rd, Los Angeles",usa,gen_z,bottom_50,16995.56,1699.56,often,15.57,71.23,7.86,15.1,5.81,0.0,1210.6,133.59,256.63,98.74,0.0
